user_id,step,critiquing_keyphrase,critique_polarity,clarification_keyphrase,clarification_polarity,accept_clarification,expert_keyphrase,item_id
5587,5,politics,neg,politics,neg,True,satire,231.0
2686,1,post-apocalyptic,pos,post-apocalyptic,pos,True,cannibalism,714.0
2686,2,oscar (best actor),neg,oscar (best actor),neg,True,cannibalism,714.0
2686,3,horror,neg,horror,neg,True,cannibalism,714.0
2686,4,musical,neg,musical,neg,True,cannibalism,714.0
2686,5,thriller,neg,thriller,neg,True,cannibalism,714.0
6157,1,war,neg,war,neg,True,classic,370.0
6157,2,organized crime,neg,organized crime,neg,True,classic,370.0
6157,3,dvd,neg,dvd,neg,True,tom cruise,370.0
6157,4,remake,neg,remake,neg,True,tom cruise,370.0
6157,5,steven spielberg,neg,steven spielberg,neg,True,tom cruise,370.0
1701,1,quirky,neg,quirky,neg,True,time travel,48.0
1701,2,thriller,pos,thriller,pos,True,time travel,48.0
1701,3,post apocalyptic,neg,post apocalyptic,neg,True,time travel,48.0
1701,4,future,pos,future,pos,True,time travel,48.0
1701,5,dystopia,neg,dystopia,neg,True,time travel,48.0
861,1,robots,neg,robots,neg,True,funny,122.0
861,2,hilarious,neg,hilarious,neg,True,funny,122.0
861,3,tom hanks,neg,tom hanks,neg,True,funny,122.0
861,4,romance,pos,romance,pos,True,comedy,122.0
861,5,religion,neg,religion,neg,True,funny,122.0
3893,1,family,neg,family,neg,True,espionage,247.0
3893,2,murder,neg,murder,neg,True,espionage,247.0
3893,3,memory,pos,memory,pos,True,espionage,247.0
3893,4,007,neg,007,neg,True,espionage,247.0
3893,5,brad pitt,neg,brad pitt,neg,True,espionage,247.0
784,1,black and white,neg,black and white,neg,True,vampires,221.0
784,2,dvd,neg,dvd,neg,True,vampires,221.0
784,3,tom cruise,neg,tom cruise,neg,True,vampires,221.0
784,4,based on a book,neg,based on a book,neg,True,classic,221.0
784,5,mafia,neg,mafia,neg,True,classic,221.0
4584,1,oscar (best picture),neg,oscar (best picture),neg,True,fantasy,197.0
4584,2,epic,neg,epic,neg,True,adventure,197.0
4584,3,space,neg,space,neg,True,sequel,197.0
4584,4,sci-fi,neg,sci-fi,neg,True,sequel,197.0
4584,5,comic book,neg,comic book,neg,True,sequel,197.0
1504,1,intense,neg,intense,neg,True,surreal,86.0
1504,2,quirky,pos,quirky,pos,True,surreal,86.0
1504,3,dystopia,neg,dystopia,neg,True,surreal,86.0
1504,4,sci-fi,neg,sci-fi,neg,True,surreal,86.0
1504,5,romance,neg,romance,neg,True,surreal,86.0
2829,1,true story,neg,true story,neg,True,oscar (best picture),343.0
2829,2,mental illness,neg,mental illness,neg,True,oscar (best picture),343.0
2829,3,world war ii,neg,world war ii,neg,True,oscar (best picture),343.0
2829,4,organized crime,neg,organized crime,neg,True,oscar (best picture),343.0
2829,5,dvd,pos,dvd,pos,True,oscar (best picture),343.0
1421,1,war,neg,war,neg,True,classic,275.0
1421,2,organized crime,neg,organized crime,neg,True,classic,275.0
1421,3,morgan freeman,neg,morgan freeman,neg,True,classic,275.0
1421,4,dvd,neg,dvd,neg,True,classic,275.0
1421,5,seen more than once,pos,seen more than once,pos,True,classic,275.0
6292,1,oscar (best picture),neg,oscar (best picture),neg,True,fantasy,63.0
6292,2,epic,pos,epic,pos,True,fantasy,63.0
6292,3,boring,pos,boring,pos,True,fantasy,63.0
6292,4,dvd,pos,dvd,pos,True,fantasy,63.0
6292,5,sequel,neg,sequel,neg,True,fantasy,63.0
3013,1,africa,neg,africa,neg,True,drugs,125.0
3013,2,intense,neg,intense,neg,True,drugs,125.0
3013,3,violence,pos,violence,pos,True,drugs,125.0
3013,4,based on a book,pos,based on a book,pos,True,drugs,125.0
3013,5,great soundtrack,pos,great soundtrack,pos,True,drugs,125.0
7714,1,intense,neg,intense,neg,True,surreal,236.0
7714,2,quirky,pos,quirky,pos,True,surreal,236.0
7714,3,dystopia,neg,dystopia,neg,True,surreal,236.0
7714,4,sci-fi,pos,sci-fi,pos,True,surreal,236.0
7714,5,romance,pos,romance,pos,True,surreal,236.0
7199,1,children,pos,children,pos,True,johnny depp,840.0
7199,2,horror,neg,horror,neg,True,johnny depp,840.0
7199,3,predictable,neg,predictable,neg,True,johnny depp,840.0
7199,4,beautiful,neg,beautiful,neg,True,johnny depp,840.0
7199,5,suspense,neg,suspense,neg,True,johnny depp,840.0
5425,1,oscar (best picture),neg,oscar (best picture),neg,True,fantasy,96.0
5425,2,epic,neg,epic,neg,True,fantasy,96.0
5425,3,boring,neg,boring,neg,True,fantasy,96.0
5425,4,dvd,neg,dvd,neg,True,fantasy,96.0
5425,5,slow,neg,slow,neg,True,dark,96.0
6160,1,quirky,neg,quirky,neg,True,time travel,171.0
6160,2,thriller,neg,thriller,neg,True,time travel,171.0
6160,3,post apocalyptic,neg,post apocalyptic,neg,True,time travel,171.0
6160,4,future,neg,future,neg,True,time travel,171.0
6160,5,dystopia,neg,dystopia,neg,True,time travel,171.0
2277,1,espionage,neg,espionage,neg,True,hitchcock,218.0
2277,2,murder,neg,murder,neg,True,hitchcock,218.0
2277,3,horror,neg,horror,neg,True,hitchcock,218.0
2277,4,mystery,pos,mystery,pos,True,hitchcock,218.0
2277,5,seen more than once,neg,seen more than once,neg,True,hitchcock,218.0
1968,1,sequel,neg,sequel,neg,True,robots,261.0
1968,2,arnold schwarzenegger,neg,arnold schwarzenegger,neg,True,robots,261.0
1968,3,harrison ford,neg,harrison ford,neg,True,robots,261.0
1968,4,dystopia,neg,dystopia,neg,True,robots,261.0
1968,5,time travel,neg,time travel,neg,True,robots,261.0
3813,1,quirky,neg,quirky,neg,True,hilarious,57.0
3813,2,cute,neg,cute,neg,True,hilarious,57.0
3813,3,funny,pos,funny,pos,True,hilarious,57.0
3813,4,religion,pos,religion,pos,True,hilarious,57.0
3813,5,music,neg,music,neg,True,hilarious,57.0
173,1,love,neg,love,neg,True,religion,155.0
173,2,death,neg,death,neg,True,religion,155.0
173,3,sad,neg,sad,neg,True,religion,155.0
173,4,matt damon,neg,matt damon,neg,True,religion,155.0
173,5,seen more than once,neg,seen more than once,neg,True,hilarious,155.0
1642,1,war,neg,war,neg,True,action,511.0
1642,2,dvd,neg,dvd,neg,True,action,511.0
1642,3,funny,neg,funny,neg,True,parody,511.0
1642,4,death,neg,death,neg,True,religion,511.0
1642,5,england,neg,england,neg,True,parody,511.0
5772,1,aliens,neg,aliens,neg,True,sci-fi,8.0
5772,2,action,pos,action,pos,True,sci-fi,8.0
5772,3,robots,pos,robots,pos,True,sci-fi,8.0
5772,4,dvd,pos,dvd,pos,True,sci-fi,8.0
5772,5,future,neg,future,neg,True,sci-fi,8.0
5356,1,martial arts,neg,martial arts,neg,True,heist,163.0
5356,2,remake,pos,remake,pos,True,heist,163.0
5356,3,london,neg,london,neg,True,heist,163.0
5356,4,based on a true story,neg,based on a true story,neg,True,heist,163.0
5356,5,fun,neg,fun,neg,True,heist,163.0
1472,1,historical,neg,historical,neg,True,tom hanks,154.0
1472,2,overrated,neg,overrated,neg,True,tom hanks,154.0
1472,3,steven spielberg,neg,steven spielberg,neg,True,tom hanks,154.0
1472,4,oscar (best picture),neg,oscar (best picture),neg,True,tom hanks,154.0
1472,5,funny,neg,funny,neg,True,tom hanks,154.0
7887,1,sad,neg,sad,neg,True,history,452.0
7887,2,boring,neg,boring,neg,True,magic,452.0
7887,3,africa,neg,africa,neg,True,history,452.0
7887,4,dark,neg,dark,neg,True,johnny depp,452.0
7887,5,musical,neg,musical,neg,True,johnny depp,452.0
5021,1,murder,neg,murder,neg,True,serial killer,2.0
5021,2,psychology,neg,psychology,neg,True,serial killer,2.0
5021,3,disturbing,pos,disturbing,pos,True,serial killer,2.0
5021,4,thriller,pos,thriller,pos,True,serial killer,2.0
5021,5,police,neg,police,neg,True,serial killer,2.0
5749,1,film noir,neg,film noir,neg,True,comic book,310.0
5749,2,revenge,neg,revenge,neg,True,comic book,310.0
5749,3,terrorism,neg,terrorism,neg,True,comic book,310.0
5749,4,dark,neg,dark,neg,True,super-hero,310.0
5749,5,marvel,pos,marvel,pos,True,super-hero,310.0
530,1,drama,neg,drama,neg,True,twist ending,18.0
530,2,suspense,pos,suspense,pos,True,twist ending,18.0
530,3,nonlinear,neg,nonlinear,neg,True,twist ending,18.0
530,4,mystery,neg,mystery,neg,True,twist ending,18.0
530,5,interesting,neg,interesting,neg,True,twist ending,18.0
2586,1,murder,neg,murder,neg,True,serial killer,2.0
2586,2,psychology,neg,psychology,neg,True,serial killer,2.0
2586,3,disturbing,pos,disturbing,pos,True,serial killer,2.0
2586,4,thriller,pos,thriller,pos,True,serial killer,2.0
2586,5,police,neg,police,neg,True,serial killer,2.0
164,1,action,neg,action,neg,True,anime,1849.0
164,2,fantasy,pos,fantasy,pos,True,anime,1849.0
164,3,animation,neg,animation,neg,True,anime,1849.0
164,4,beautiful,neg,beautiful,neg,True,anime,1849.0
164,5,cute,neg,cute,neg,True,anime,1849.0
1166,1,organized crime,neg,organized crime,neg,True,cult film,296.0
1166,2,musical,pos,musical,pos,True,cult film,296.0
1166,3,dark comedy,neg,dark comedy,neg,True,cult film,296.0
1166,4,mystery,neg,mystery,neg,True,cult film,296.0
1166,5,dystopia,neg,dystopia,neg,True,cult film,296.0
3198,1,quirky,neg,quirky,neg,True,time travel,17.0
3198,2,thriller,pos,thriller,pos,True,time travel,17.0
3198,3,post apocalyptic,pos,post apocalyptic,pos,True,time travel,17.0
3198,4,future,neg,future,neg,True,time travel,17.0
3198,5,dystopia,pos,dystopia,pos,True,time travel,17.0
1455,1,drama,neg,drama,neg,True,chick flick,113.0
1455,2,fun,pos,fun,pos,True,chick flick,113.0
1455,3,love,neg,love,neg,True,chick flick,113.0
1455,4,tom hanks,neg,tom hanks,neg,True,chick flick,113.0
1455,5,comedy,neg,comedy,neg,True,chick flick,113.0
6095,1,drama,pos,drama,pos,True,war,13.0
6095,2,historical,pos,historical,pos,True,war,13.0
6095,3,dvd,pos,dvd,pos,True,war,13.0
6095,4,holocaust,neg,holocaust,neg,True,war,13.0
6095,5,classic,neg,classic,neg,True,war,13.0
7971,1,aliens,neg,aliens,neg,True,sci-fi,16.0
7971,2,action,pos,action,pos,True,sci-fi,16.0
7971,3,robots,pos,robots,pos,True,sci-fi,16.0
7971,4,dvd,pos,dvd,pos,True,sci-fi,16.0
7971,5,future,neg,future,neg,True,sci-fi,16.0
2188,1,war,neg,war,neg,True,action,136.0
2188,2,dvd,neg,dvd,neg,True,action,136.0
2188,3,aliens,neg,aliens,neg,True,action,136.0
2188,4,superhero,neg,superhero,neg,True,action,136.0
2188,5,dark,neg,dark,neg,True,action,136.0
2522,1,nudity (topless),neg,nudity (topless),neg,True,aliens,447.0
2522,2,sci-fi,neg,sci-fi,neg,True,aliens,447.0
2522,3,future,neg,future,neg,True,aliens,447.0
2522,4,cult film,neg,cult film,neg,True,aliens,447.0
2522,5,stupid,pos,stupid,pos,True,aliens,447.0
4123,1,war,pos,war,pos,True,classic,105.0
4123,2,organized crime,neg,organized crime,neg,True,classic,105.0
4123,3,morgan freeman,neg,morgan freeman,neg,True,classic,105.0
4123,4,dvd,neg,dvd,neg,True,classic,105.0
4123,5,seen more than once,neg,seen more than once,neg,True,classic,105.0
6492,1,great soundtrack,pos,great soundtrack,pos,True,nonlinear,0.0
6492,2,dark comedy,pos,dark comedy,pos,True,samuel l jackson,0.0
6492,3,twist ending,neg,twist ending,neg,True,nonlinear,0.0
6492,4,crime,pos,crime,pos,True,samuel l jackson,0.0
6492,5,samuel l jackson,pos,samuel l jackson,pos,True,nonlinear,0.0
6095,1,tom hanks,neg,tom hanks,neg,True,world war ii,332.0
6095,2,nazis,neg,nazis,neg,True,world war ii,332.0
6095,3,history,neg,history,neg,True,world war ii,332.0
6095,4,true story,pos,true story,pos,True,world war ii,332.0
6095,5,oscar (best picture),pos,oscar (best picture),pos,True,world war ii,332.0
4523,1,great soundtrack,neg,great soundtrack,neg,True,nonlinear,96.0
4523,2,death,neg,death,neg,True,nonlinear,96.0
4523,3,cult film,neg,cult film,neg,True,nonlinear,96.0
4523,4,love,neg,love,neg,True,nicolas cage,96.0
4523,5,oscar (best picture),neg,oscar (best picture),neg,True,overrated,96.0
891,1,slow,neg,slow,neg,True,baseball,342.0
891,2,drama,pos,drama,pos,True,baseball,342.0
891,3,world war ii,neg,world war ii,neg,True,baseball,342.0
891,4,seen more than once,pos,seen more than once,pos,True,baseball,342.0
891,5,action,neg,action,neg,True,baseball,342.0
5486,1,true story,pos,true story,pos,True,oscar (best picture),107.0
5486,2,mental illness,neg,mental illness,neg,True,oscar (best picture),107.0
5486,3,world war ii,neg,world war ii,neg,True,oscar (best picture),107.0
5486,4,organized crime,neg,organized crime,neg,True,oscar (best picture),107.0
5486,5,dvd,neg,dvd,neg,True,oscar (best picture),107.0
5785,1,africa,neg,africa,neg,True,drugs,311.0
5785,2,intense,neg,intense,neg,True,drugs,311.0
5785,3,london,neg,london,neg,True,british,311.0
5785,4,drugs,pos,drugs,pos,True,british,311.0
5785,5,chick flick,neg,chick flick,neg,True,british,311.0
2843,1,boring,neg,boring,neg,True,magic,444.0
2843,2,adventure,neg,adventure,neg,True,magic,444.0
2843,3,predictable,pos,predictable,pos,True,magic,444.0
2843,4,epic,neg,epic,neg,True,magic,444.0
2843,5,overrated,neg,overrated,neg,True,magic,444.0
7969,1,war,pos,war,pos,True,classic,110.0
7969,2,organized crime,neg,organized crime,neg,True,classic,110.0
7969,3,morgan freeman,neg,morgan freeman,neg,True,classic,110.0
7969,4,dvd,pos,dvd,pos,True,classic,110.0
7969,5,seen more than once,pos,seen more than once,pos,True,classic,110.0
6115,1,suspense,neg,suspense,neg,True,crime,288.0
6115,2,historical,neg,historical,neg,True,tom hanks,288.0
6115,3,heist,neg,heist,neg,True,crime,288.0
6115,4,stephen king,neg,stephen king,neg,True,tom hanks,288.0
6115,5,oscar (best actor),neg,oscar (best actor),neg,True,tom hanks,288.0
515,1,post apocalyptic,neg,post apocalyptic,neg,True,martial arts,99.0
515,2,japan,pos,japan,pos,True,martial arts,99.0
515,3,dvd,neg,dvd,neg,True,martial arts,99.0
515,4,seen more than once,pos,seen more than once,pos,True,martial arts,99.0
515,5,action,pos,action,pos,True,martial arts,99.0
4740,1,great soundtrack,neg,great soundtrack,neg,True,nonlinear,103.0
4740,2,death,pos,death,pos,True,nonlinear,103.0
4740,3,cult film,pos,cult film,pos,True,nonlinear,103.0
4740,4,twist ending,pos,twist ending,pos,True,nonlinear,103.0
4740,5,black and white,pos,black and white,pos,True,nonlinear,103.0
725,1,future,neg,future,neg,True,space,64.0
725,2,sequel,neg,sequel,neg,True,space,64.0
725,3,robots,neg,robots,neg,True,space,64.0
725,4,adventure,neg,adventure,neg,True,space,64.0
725,5,action,neg,action,neg,True,space,64.0
7633,1,world war ii,pos,world war ii,pos,True,007,555.0
7633,2,england,neg,england,neg,True,007,555.0
7633,3,sean connery,neg,sean connery,neg,True,007,555.0
7633,4,london,neg,london,neg,True,007,555.0
7633,5,action,neg,action,neg,True,007,555.0
7092,1,twist ending,neg,twist ending,neg,True,revenge,54.0
7092,2,disturbing,neg,disturbing,neg,True,revenge,54.0
7092,3,violent,neg,violent,neg,True,revenge,54.0
7092,4,morgan freeman,neg,morgan freeman,neg,True,revenge,54.0
7092,5,dystopia,neg,dystopia,neg,True,revenge,54.0
4460,1,murder,neg,murder,neg,True,serial killer,2.0
4460,2,psychology,neg,psychology,neg,True,serial killer,2.0
4460,3,disturbing,pos,disturbing,pos,True,serial killer,2.0
4460,4,thriller,pos,thriller,pos,True,serial killer,2.0
4460,5,police,neg,police,neg,True,serial killer,2.0
2416,1,dark,neg,dark,neg,True,dystopia,123.0
2416,2,robots,neg,robots,neg,True,dystopia,123.0
2416,3,time travel,neg,time travel,neg,True,dystopia,123.0
2416,4,comic book,neg,comic book,neg,True,dystopia,123.0
2416,5,post-apocalyptic,neg,post-apocalyptic,neg,True,dystopia,123.0
2988,1,drama,neg,drama,neg,True,steven spielberg,3.0
2988,2,tom cruise,neg,tom cruise,neg,True,steven spielberg,3.0
2988,3,harrison ford,neg,harrison ford,neg,True,steven spielberg,3.0
2988,4,true story,neg,true story,neg,True,steven spielberg,3.0
2988,5,dvd,neg,dvd,neg,True,steven spielberg,3.0
3545,1,musical,neg,musical,neg,True,london,697.0
3545,2,africa,neg,africa,neg,True,london,697.0
3545,3,heist,neg,heist,neg,True,london,697.0
3545,4,revenge,neg,revenge,neg,True,london,697.0
3545,5,politics,neg,politics,neg,True,london,697.0
6135,1,war,pos,war,pos,True,classic,105.0
6135,2,organized crime,neg,organized crime,neg,True,classic,105.0
6135,3,morgan freeman,neg,morgan freeman,neg,True,classic,105.0
6135,4,dvd,neg,dvd,neg,True,classic,105.0
6135,5,seen more than once,neg,seen more than once,neg,True,classic,105.0
1915,1,future,neg,future,neg,True,space,64.0
1915,2,sequel,neg,sequel,neg,True,space,64.0
1915,3,robots,neg,robots,neg,True,space,64.0
1915,4,adventure,neg,adventure,neg,True,space,64.0
1915,5,action,neg,action,neg,True,space,64.0
7193,1,murder,neg,murder,neg,True,fairy tale,355.0
7193,2,disney,pos,disney,pos,True,fairy tale,355.0
7193,3,france,neg,france,neg,True,fairy tale,355.0
7193,4,satire,neg,satire,neg,True,fairy tale,355.0
7193,5,fantasy,neg,fantasy,neg,True,fairy tale,355.0
2496,1,aliens,pos,aliens,pos,True,sci-fi,383.0
2496,2,oscar (best picture),neg,oscar (best picture),neg,True,fantasy,383.0
2496,3,sequel,neg,sequel,neg,True,sci-fi,383.0
2496,4,future,neg,future,neg,True,dystopia,383.0
2496,5,dvd,neg,dvd,neg,True,sci-fi,383.0
4403,1,africa,neg,africa,neg,True,drugs,125.0
4403,2,intense,neg,intense,neg,True,drugs,125.0
4403,3,violence,pos,violence,pos,True,drugs,125.0
4403,4,based on a book,pos,based on a book,pos,True,drugs,125.0
4403,5,great soundtrack,pos,great soundtrack,pos,True,drugs,125.0
227,1,film noir,pos,film noir,pos,True,comic book,403.0
227,2,revenge,neg,revenge,neg,True,comic book,403.0
227,3,terrorism,neg,terrorism,neg,True,comic book,403.0
227,4,dark,pos,dark,pos,True,comic book,403.0
227,5,dystopia,neg,dystopia,neg,True,comic book,403.0
869,1,morgan freeman,neg,morgan freeman,neg,True,drama,356.0
869,2,stephen king,neg,stephen king,neg,True,drama,356.0
869,3,history,neg,history,neg,True,drama,356.0
869,4,overrated,neg,overrated,neg,True,drama,356.0
869,5,seen more than once,neg,seen more than once,neg,True,drama,356.0
5792,1,oscar (best picture),neg,oscar (best picture),neg,True,fantasy,81.0
5792,2,epic,pos,epic,pos,True,fantasy,81.0
5792,3,boring,pos,boring,pos,True,fantasy,81.0
5792,4,dvd,pos,dvd,pos,True,fantasy,81.0
5792,5,sequel,pos,sequel,pos,True,fantasy,81.0
5355,1,drama,pos,drama,pos,True,twist ending,34.0
5355,2,suspense,pos,suspense,pos,True,twist ending,34.0
5355,3,nonlinear,neg,nonlinear,neg,True,twist ending,34.0
5355,4,mystery,neg,mystery,neg,True,twist ending,34.0
5355,5,interesting,pos,interesting,pos,True,twist ending,34.0
1960,1,dvd,neg,dvd,neg,True,bruce willis,33.0
1960,2,thriller,pos,thriller,pos,True,bruce willis,33.0
1960,3,action,pos,action,pos,True,bruce willis,33.0
1960,4,post apocalyptic,neg,post apocalyptic,neg,True,bruce willis,33.0
1960,5,predictable,pos,predictable,pos,True,bruce willis,33.0
1908,1,satire,neg,satire,neg,True,animation,11.0
1908,2,family,pos,family,pos,True,animation,11.0
1908,3,comedy,pos,comedy,pos,True,animation,11.0
1908,4,fun,neg,fun,neg,True,animation,11.0
1908,5,seen more than once,neg,seen more than once,neg,True,animation,11.0
2052,1,war,pos,war,pos,True,classic,105.0
2052,2,organized crime,neg,organized crime,neg,True,classic,105.0
2052,3,morgan freeman,neg,morgan freeman,neg,True,classic,105.0
2052,4,dvd,neg,dvd,neg,True,classic,105.0
2052,5,seen more than once,neg,seen more than once,neg,True,classic,105.0
7797,1,bruce willis,neg,bruce willis,neg,True,samuel l jackson,0.0
7797,2,great movie,pos,great movie,pos,True,samuel l jackson,0.0
7797,3,twist ending,neg,twist ending,neg,True,nonlinear,0.0
7797,4,dark comedy,pos,dark comedy,pos,True,samuel l jackson,0.0
7797,5,great soundtrack,pos,great soundtrack,pos,True,samuel l jackson,0.0
6554,1,classic,neg,classic,neg,True,martin scorsese,189.0
6554,2,murder,neg,murder,neg,True,martin scorsese,189.0
6554,3,violent,pos,violent,pos,True,martin scorsese,189.0
6554,4,violence,neg,violence,neg,True,martin scorsese,189.0
6554,5,police,neg,police,neg,True,martin scorsese,189.0
4442,1,satire,neg,satire,neg,True,animation,11.0
4442,2,family,pos,family,pos,True,animation,11.0
4442,3,comedy,pos,comedy,pos,True,animation,11.0
4442,4,fun,neg,fun,neg,True,animation,11.0
4442,5,seen more than once,neg,seen more than once,neg,True,animation,11.0
1611,1,historical,neg,historical,neg,True,tom hanks,288.0
1611,2,overrated,neg,overrated,neg,True,tom hanks,288.0
1611,3,steven spielberg,pos,steven spielberg,pos,True,tom hanks,288.0
1611,4,oscar (best picture),neg,oscar (best picture),neg,True,tom hanks,288.0
1611,5,funny,pos,funny,pos,True,tom hanks,288.0
5597,1,coming of age,neg,coming of age,neg,True,romance,391.0
5597,2,girlie movie,pos,girlie movie,pos,True,romance,391.0
5597,3,comedy,neg,comedy,neg,True,romance,391.0
5597,4,drama,neg,drama,neg,True,romance,391.0
5597,5,surreal,neg,surreal,neg,True,romance,391.0
155,1,nudity (topless - brief),pos,nudity (topless - brief),pos,True,zombies,1009.0
155,2,cult film,neg,cult film,neg,True,zombies,1009.0
155,3,sequel,neg,sequel,neg,True,zombies,1009.0
155,4,spoof,neg,spoof,neg,True,zombies,1009.0
155,5,shakespeare,neg,shakespeare,neg,True,zombies,1009.0
5369,1,great soundtrack,neg,great soundtrack,neg,True,nonlinear,103.0
5369,2,death,pos,death,pos,True,nonlinear,103.0
5369,3,cult film,pos,cult film,pos,True,nonlinear,103.0
5369,4,twist ending,pos,twist ending,pos,True,nonlinear,103.0
5369,5,black and white,pos,black and white,pos,True,nonlinear,103.0
2142,1,classic,pos,classic,pos,True,martin scorsese,469.0
2142,2,murder,neg,murder,neg,True,martin scorsese,469.0
2142,3,violent,neg,violent,neg,True,martin scorsese,469.0
2142,4,violence,neg,violence,neg,True,martin scorsese,469.0
2142,5,police,neg,police,neg,True,martin scorsese,469.0
4278,1,drama,neg,drama,neg,True,twist ending,18.0
4278,2,suspense,pos,suspense,pos,True,twist ending,18.0
4278,3,nonlinear,neg,nonlinear,neg,True,twist ending,18.0
4278,4,mystery,neg,mystery,neg,True,twist ending,18.0
4278,5,interesting,neg,interesting,neg,True,twist ending,18.0
1733,1,intense,neg,intense,neg,True,japan,409.0
1733,2,historical,pos,historical,pos,True,japan,409.0
1733,3,romance,neg,romance,neg,True,japan,409.0
1733,4,overrated,neg,overrated,neg,True,japan,409.0
1733,5,based on a book,neg,based on a book,neg,True,classic,409.0
302,1,heist,neg,heist,neg,True,racism,193.0
302,2,prison,pos,prison,pos,True,racism,193.0
302,3,crime,pos,crime,pos,True,racism,193.0
302,4,nudity (topless),pos,nudity (topless),pos,True,racism,193.0
302,5,oscar (best actor),neg,oscar (best actor),neg,True,racism,193.0
3879,1,war,neg,war,neg,True,action,180.0
3879,2,dvd,neg,dvd,neg,True,action,180.0
3879,3,aliens,neg,aliens,neg,True,action,180.0
3879,4,superhero,neg,superhero,neg,True,action,180.0
3879,5,dark,neg,dark,neg,True,action,180.0
7604,1,sean connery,neg,sean connery,neg,True,alfred hitchcock,392.0
7604,2,horror,pos,horror,pos,True,alfred hitchcock,392.0
7604,3,seen more than once,pos,seen more than once,pos,True,alfred hitchcock,392.0
7604,4,thriller,neg,thriller,neg,True,alfred hitchcock,392.0
7604,5,mystery,neg,mystery,neg,True,alfred hitchcock,392.0
1162,1,murder,neg,murder,neg,True,fairy tale,355.0
1162,2,disney,pos,disney,pos,True,fairy tale,355.0
1162,3,france,neg,france,neg,True,fairy tale,355.0
1162,4,satire,neg,satire,neg,True,fairy tale,355.0
1162,5,fantasy,neg,fantasy,neg,True,fairy tale,355.0
1688,1,black and white,neg,black and white,neg,True,vampires,434.0
1688,2,dvd,pos,dvd,pos,True,vampires,434.0
1688,3,tom cruise,neg,tom cruise,neg,True,vampires,434.0
1688,4,cult film,neg,cult film,neg,True,vampires,434.0
1688,5,bruce willis,pos,bruce willis,pos,True,vampires,434.0
2791,1,tom hanks,neg,tom hanks,neg,True,world war ii,417.0
2791,2,nazis,neg,nazis,neg,True,world war ii,417.0
2791,3,history,neg,history,neg,True,world war ii,417.0
2791,4,true story,pos,true story,pos,True,world war ii,417.0
2791,5,oscar (best picture),neg,oscar (best picture),neg,True,world war ii,417.0
4949,1,action,neg,action,neg,True,terrorism,592.0
4949,2,comic book,neg,comic book,neg,True,terrorism,592.0
4949,3,conspiracy,pos,conspiracy,pos,True,terrorism,592.0
4949,4,true story,neg,true story,neg,True,terrorism,592.0
4949,5,dystopia,neg,dystopia,neg,True,terrorism,592.0
790,1,film noir,neg,film noir,neg,True,comic book,310.0
790,2,spoof,neg,spoof,neg,True,super-hero,310.0
790,3,action,pos,action,pos,True,comic book,310.0
790,4,marvel,pos,marvel,pos,True,comic book,310.0
790,5,comic book,pos,comic book,pos,True,super-hero,310.0
2420,1,fantasy,neg,fantasy,neg,True,music,221.0
2420,2,animation,neg,animation,neg,True,satire,221.0
2420,3,jim carrey,neg,jim carrey,neg,True,quirky,221.0
2420,4,politics,neg,politics,neg,True,satire,221.0
2420,5,france,neg,france,neg,True,quirky,221.0
1111,1,drama,neg,drama,neg,True,chick flick,113.0
1111,2,fun,pos,fun,pos,True,chick flick,113.0
1111,3,love,neg,love,neg,True,chick flick,113.0
1111,4,tom hanks,neg,tom hanks,neg,True,chick flick,113.0
1111,5,comedy,neg,comedy,neg,True,chick flick,113.0
1856,1,steven spielberg,neg,steven spielberg,neg,True,dvd,173.0
1856,2,based on a book,neg,based on a book,neg,True,dvd,173.0
1856,3,classic,pos,classic,pos,True,dvd,173.0
1856,4,overrated,neg,overrated,neg,True,dvd,173.0
1856,5,adventure,neg,adventure,neg,True,dvd,173.0
6590,1,true story,neg,true story,neg,True,oscar (best picture),25.0
6590,2,mental illness,neg,mental illness,neg,True,oscar (best picture),25.0
6590,3,world war ii,neg,world war ii,neg,True,oscar (best picture),25.0
6590,4,organized crime,neg,organized crime,neg,True,oscar (best picture),25.0
6590,5,dvd,neg,dvd,neg,True,oscar (best picture),25.0
2932,1,film noir,neg,film noir,neg,True,comic book,10.0
2932,2,revenge,pos,revenge,pos,True,comic book,10.0
2932,3,terrorism,neg,terrorism,neg,True,comic book,10.0
2932,4,dark,neg,dark,neg,True,comic book,10.0
2932,5,dystopia,neg,dystopia,neg,True,comic book,10.0
295,1,war,neg,war,neg,True,classic,83.0
295,2,steven spielberg,neg,steven spielberg,neg,True,dvd,83.0
295,3,satire,neg,satire,neg,True,aliens,83.0
295,4,sci-fi,pos,sci-fi,pos,True,aliens,83.0
295,5,cult film,neg,cult film,neg,True,aliens,83.0
7238,1,black and white,neg,black and white,neg,True,vampires,1084.0
7238,2,dvd,pos,dvd,pos,True,vampires,1084.0
7238,3,tom cruise,neg,tom cruise,neg,True,vampires,1084.0
7238,4,cult film,neg,cult film,neg,True,vampires,1084.0
7238,5,bruce willis,neg,bruce willis,neg,True,vampires,1084.0
21,1,oscar (best picture),neg,oscar (best picture),neg,True,overrated,1205.0
21,2,sequel,neg,sequel,neg,True,los angeles,1205.0
21,3,mel gibson,neg,mel gibson,neg,True,overrated,1205.0
21,4,dvd,neg,dvd,neg,True,overrated,1205.0
