user_id,step,critiquing_keyphrase,critique_polarity,clarification_keyphrase,clarification_polarity,accept_clarification,expert_keyphrase
2295,2,wine,neg,wine,neg,True,pizza
2295,3,crust,neg,crust,neg,True,pizza
2295,4,lunch,pos,lunch,pos,True,wait
2295,5,reasonable,neg,reasonable,neg,True,thai
4883,1,fry,pos,fry,pos,True,beer
4883,2,bar,pos,bar,pos,True,beer
4883,3,wild boar,neg,wild boar,neg,True,beer
4883,4,pub,neg,pub,neg,True,beer
4883,5,dog,neg,dog,neg,True,beer
2075,1,friendly,neg,friendly,neg,True,egg
2075,2,potato,neg,potato,neg,True,egg
2075,3,brunch,neg,brunch,neg,True,egg
2075,4,waffle,neg,waffle,neg,True,egg
2075,5,ramen,neg,ramen,neg,True,egg
164,1,bacon,neg,bacon,neg,True,brunch
164,2,wait,neg,wait,neg,True,brunch
164,3,egg,neg,egg,neg,True,brunch
164,4,french,neg,french,neg,True,brunch
164,5,breakfast,neg,breakfast,neg,True,brunch
1616,1,fry,pos,fry,pos,True,beer
1616,2,bar,pos,bar,pos,True,beer
1616,3,wild boar,neg,wild boar,neg,True,beer
1616,4,pub,neg,pub,neg,True,beer
1616,5,dog,neg,dog,neg,True,beer
1,1,japanese,pos,japanese,pos,True,cake
1,2,fluffy,neg,fluffy,neg,True,cake
1,3,cheesecake,neg,cheesecake,neg,True,cake
1,4,dessert,pos,dessert,pos,True,cake
1,5,matcha,neg,matcha,neg,True,cake
1349,1,bacon,neg,bacon,neg,True,brunch
1349,2,wait,pos,wait,pos,True,brunch
1349,3,lemon,neg,lemon,neg,True,croissant
1349,4,fluffy,neg,fluffy,neg,True,croissant
1349,5,pancake,neg,pancake,neg,True,croissant
5118,1,spicy,pos,spicy,pos,True,ramen
5118,2,egg,pos,egg,pos,True,ramen
5118,3,noodle,pos,noodle,pos,True,ramen
5118,4,soup,pos,soup,pos,True,ramen
5118,5,salt,pos,salt,pos,True,ramen
3810,1,busy,neg,busy,neg,True,thai
3810,2,yummy,neg,yummy,neg,True,thai
3810,3,curry,neg,curry,neg,True,thai
3810,4,spicy,neg,spicy,neg,True,thai
3810,5,casual,neg,casual,neg,True,thai
1093,1,fruit,neg,fruit,neg,True,breakfast
1093,2,avocado,neg,avocado,neg,True,breakfast
1093,3,egg,pos,egg,pos,True,breakfast
1093,4,wait,neg,wait,neg,True,breakfast
1093,5,bacon,neg,bacon,neg,True,breakfast
86,1,dinner,neg,dinner,neg,True,fresh
86,2,tuna,pos,tuna,pos,True,fresh
86,3,sashimi,neg,sashimi,neg,True,fresh
86,4,lunch,pos,lunch,pos,True,fresh
86,5,salmon,pos,salmon,pos,True,fresh
728,1,scallop,neg,scallop,neg,True,sushi
728,2,modern,neg,modern,neg,True,sushi
728,3,sashimi,pos,sashimi,pos,True,sushi
728,4,expensive,neg,expensive,neg,True,sushi
728,5,pricey,neg,pricey,neg,True,sushi
1481,1,parking,pos,parking,pos,True,dim sum
1481,2,busy,pos,busy,pos,True,dim sum
1481,3,chinese,pos,chinese,pos,True,dim sum
1481,4,fast,neg,fast,neg,True,dim sum
1481,5,shrimp,pos,shrimp,pos,True,dim sum
2474,1,scallop,neg,scallop,neg,True,sushi
2474,2,modern,neg,modern,neg,True,sushi
2474,3,sashimi,pos,sashimi,pos,True,sushi
2474,4,expensive,neg,expensive,neg,True,sushi
2474,5,pricey,pos,pricey,pos,True,sushi
6838,1,rib,neg,rib,neg,True,meat
6838,2,belly,neg,belly,neg,True,meat
6838,3,bbq,neg,bbq,neg,True,meat
6838,4,fry,neg,fry,neg,True,meat
6838,5,pork belly,neg,pork belly,neg,True,meat
91,1,bubble tea,neg,bubble tea,neg,True,tea
91,2,gelato,neg,gelato,neg,True,tea
91,3,milk,pos,milk,pos,True,tea
91,4,asian,neg,asian,neg,True,tea
91,5,bubble,neg,bubble,neg,True,tea
152,1,fry,pos,fry,pos,True,beer
152,2,bar,pos,bar,pos,True,beer
152,3,wild boar,neg,wild boar,neg,True,beer
152,4,pub,neg,pub,neg,True,beer
152,5,dog,neg,dog,neg,True,beer
995,1,tofu,neg,tofu,neg,True,soup
995,2,ramen,neg,ramen,neg,True,soup
995,3,noodle,pos,noodle,pos,True,soup
995,4,miso,neg,miso,neg,True,soup
995,5,spicy,neg,spicy,neg,True,soup
329,1,fruit,neg,fruit,neg,True,breakfast
329,2,avocado,neg,avocado,neg,True,breakfast
329,3,egg,neg,egg,neg,True,breakfast
329,4,wait,pos,wait,pos,True,breakfast
329,5,bacon,neg,bacon,neg,True,breakfast
2163,1,busy,neg,busy,neg,True,thai
2163,2,yummy,neg,yummy,neg,True,thai
2163,3,curry,neg,curry,neg,True,thai
2163,4,spicy,neg,spicy,neg,True,thai
2163,5,casual,neg,casual,neg,True,thai
3051,1,busy,neg,busy,neg,True,thai
3051,2,yummy,neg,yummy,neg,True,thai
3051,3,curry,neg,curry,neg,True,thai
3051,4,spicy,neg,spicy,neg,True,thai
3051,5,casual,neg,casual,neg,True,thai
4811,1,busy,neg,busy,neg,True,thai
4811,2,yummy,neg,yummy,neg,True,thai
4811,3,curry,neg,curry,neg,True,thai
4811,4,spicy,neg,spicy,neg,True,thai
4811,5,casual,neg,casual,neg,True,thai
4186,1,busy,neg,busy,neg,True,thai
4186,2,yummy,neg,yummy,neg,True,thai
4186,3,curry,neg,curry,neg,True,thai
4186,4,spicy,neg,spicy,neg,True,thai
4186,5,casual,neg,casual,neg,True,thai
235,1,calamari,neg,calamari,neg,True,pizza
235,2,wine,neg,wine,neg,True,pizza
235,3,crust,pos,crust,pos,True,pizza
235,4,salad,neg,salad,neg,True,pizza
235,5,italian,neg,italian,neg,True,pizza
112,1,spicy,pos,spicy,pos,True,ramen
112,2,egg,pos,egg,pos,True,ramen
112,3,noodle,pos,noodle,pos,True,ramen
112,4,soup,pos,soup,pos,True,ramen
112,5,salt,pos,salt,pos,True,ramen
1090,1,busy,neg,busy,neg,True,thai
1090,2,yummy,neg,yummy,neg,True,thai
1090,3,curry,neg,curry,neg,True,thai
1090,4,spicy,neg,spicy,neg,True,thai
1090,5,casual,neg,casual,neg,True,thai
6938,1,fry,pos,fry,pos,True,beer
6938,2,bar,pos,bar,pos,True,beer
6938,3,wild boar,neg,wild boar,neg,True,beer
6938,4,pub,neg,pub,neg,True,beer
6938,5,dog,neg,dog,neg,True,beer
2730,1,spicy,pos,spicy,pos,True,ramen
2730,2,egg,pos,egg,pos,True,ramen
2730,3,noodle,pos,noodle,pos,True,ramen
2730,4,soup,pos,soup,pos,True,ramen
2730,5,salt,neg,salt,neg,True,ramen
151,1,salad,pos,salad,pos,True,dinner
151,2,dessert,neg,dessert,neg,True,dinner
151,3,busy,neg,busy,neg,True,dinner
151,4,fresh,neg,fresh,neg,True,dinner
151,5,wait,neg,wait,neg,True,dinner
1658,1,creamy,pos,creamy,pos,True,ice cream
1658,2,green tea,neg,green tea,neg,True,ice cream
1658,3,cone,pos,cone,pos,True,ice cream
1658,4,tea,pos,tea,pos,True,ice cream
1658,5,matcha,neg,matcha,neg,True,ice cream
1550,1,busy,neg,busy,neg,True,thai
1550,2,yummy,neg,yummy,neg,True,thai
1550,3,curry,neg,curry,neg,True,thai
1550,4,spicy,neg,spicy,neg,True,thai
1550,5,casual,neg,casual,neg,True,thai
328,1,creamy,pos,creamy,pos,True,ice cream
328,2,green tea,neg,green tea,neg,True,ice cream
328,3,cone,pos,cone,pos,True,ice cream
328,4,tea,pos,tea,pos,True,ice cream
328,5,matcha,neg,matcha,neg,True,ice cream
1135,1,curry,neg,curry,neg,True,chicken
1135,2,pork,pos,pork,pos,True,chicken
1135,3,fried,pos,fried,pos,True,chicken
1135,4,wait,pos,wait,pos,True,chicken
1135,5,crispy,pos,crispy,pos,True,chicken
324,1,dessert,pos,dessert,pos,True,buffet
324,2,dinner,pos,dinner,pos,True,buffet
324,3,duck,pos,duck,pos,True,buffet
324,4,sashimi,pos,sashimi,pos,True,buffet
324,5,fresh,pos,fresh,pos,True,buffet
154,1,chip,pos,chip,pos,True,taco
154,2,sour,neg,sour,neg,True,taco
154,3,mexican,pos,mexican,pos,True,taco
154,4,tuna,neg,tuna,neg,True,taco
154,5,octopus,neg,octopus,neg,True,taco
295,1,calamari,pos,calamari,pos,True,pizza
295,2,wine,neg,wine,neg,True,pizza
295,3,crust,pos,crust,pos,True,pizza
295,4,salad,pos,salad,pos,True,pizza
295,5,italian,neg,italian,neg,True,pizza
468,1,bean,pos,bean,pos,True,tofu
468,2,kimchi,pos,kimchi,pos,True,tofu
468,3,soup,pos,soup,pos,True,tofu
468,4,thai,neg,thai,neg,True,tofu
468,5,beef,pos,beef,pos,True,tofu
4779,1,busy,neg,busy,neg,True,thai
4779,2,yummy,neg,yummy,neg,True,thai
4779,3,curry,neg,curry,neg,True,thai
4779,4,spicy,neg,spicy,neg,True,thai
4779,5,casual,neg,casual,neg,True,thai
152,1,clean,neg,clean,neg,True,dessert
152,2,mango,neg,mango,neg,True,dessert
152,3,dinner,pos,dinner,pos,True,dessert
152,4,tea,neg,tea,neg,True,dessert
152,5,matcha,neg,matcha,neg,True,dessert
5424,1,busy,neg,busy,neg,True,thai
5424,2,yummy,neg,yummy,neg,True,thai
5424,3,curry,neg,curry,neg,True,thai
5424,4,spicy,neg,spicy,neg,True,thai
5424,5,casual,neg,casual,neg,True,thai
4316,1,scallop,neg,scallop,neg,True,sushi
4316,2,modern,neg,modern,neg,True,sushi
4316,3,sashimi,pos,sashimi,pos,True,sushi
4316,4,expensive,neg,expensive,neg,True,sushi
4316,5,pricey,neg,pricey,neg,True,sushi
4254,1,creamy,pos,creamy,pos,True,ice cream
4254,2,green tea,neg,green tea,neg,True,ice cream
4254,3,cone,pos,cone,pos,True,ice cream
4254,4,tea,pos,tea,pos,True,ice cream
4254,5,matcha,neg,matcha,neg,True,ice cream
339,1,tart,neg,tart,neg,True,cheese
339,2,pizza,neg,pizza,neg,True,cheese
339,3,cheesecake,neg,cheesecake,neg,True,cheese
339,4,meat,neg,meat,neg,True,cheese
339,5,cake,neg,cake,neg,True,cheese
1629,1,spicy,pos,spicy,pos,True,pork
1629,2,sausage,neg,sausage,neg,True,fry
1629,3,burger,neg,burger,neg,True,fry
1629,4,pork,pos,pork,pos,True,fry
1629,5,pork belly,pos,pork belly,pos,True,fry
2090,1,spicy,pos,spicy,pos,True,ramen
2090,2,egg,pos,egg,pos,True,ramen
2090,3,noodle,pos,noodle,pos,True,ramen
2090,4,soup,pos,soup,pos,True,ramen
2090,5,salt,neg,salt,neg,True,ramen
2234,1,scallop,pos,scallop,pos,True,sushi
2234,2,modern,pos,modern,pos,True,sushi
2234,3,sashimi,pos,sashimi,pos,True,sushi
2234,4,expensive,pos,expensive,pos,True,sushi
2234,5,pricey,pos,pricey,pos,True,sushi
2945,1,busy,neg,busy,neg,True,thai
2945,2,yummy,neg,yummy,neg,True,thai
2945,3,curry,neg,curry,neg,True,thai
2945,4,spicy,neg,spicy,neg,True,thai
2945,5,casual,neg,casual,neg,True,thai
1588,1,rib,pos,rib,pos,True,meat
1588,2,belly,pos,belly,pos,True,meat
1588,3,bbq,pos,bbq,pos,True,meat
1588,4,fry,neg,fry,neg,True,meat
1588,5,pork belly,pos,pork belly,pos,True,meat
4069,1,curry,neg,curry,neg,True,wait
4069,2,thai,neg,thai,neg,True,wait
4069,3,busy,neg,busy,neg,True,wait
4069,4,coconut,neg,coconut,neg,True,wait
4069,5,spicy,neg,spicy,neg,True,wait
6264,1,busy,neg,busy,neg,True,thai
6264,2,yummy,neg,yummy,neg,True,thai
6264,3,curry,neg,curry,neg,True,thai
6264,4,spicy,neg,spicy,neg,True,thai
6264,5,casual,neg,casual,neg,True,thai
2537,1,wait,pos,wait,pos,True,cheesecake
2537,2,mall,pos,mall,pos,True,cheesecake
2537,3,store,neg,store,neg,True,cheesecake
2537,4,japanese,neg,japanese,neg,True,cheesecake
2537,5,cheese,pos,cheese,pos,True,cheesecake
3686,1,curry,neg,curry,neg,True,wait
3686,2,thai,neg,thai,neg,True,wait
3686,3,busy,neg,busy,neg,True,wait
3686,4,coconut,neg,coconut,neg,True,wait
3686,5,spicy,neg,spicy,neg,True,wait
637,1,spicy,pos,spicy,pos,True,pork
637,2,tofu,neg,tofu,neg,True,soup
637,3,noodle,neg,noodle,neg,True,soup
637,4,miso,neg,miso,neg,True,soup
637,5,ramen,neg,ramen,neg,True,soup
653,1,quick,neg,quick,neg,True,noodle
653,2,beef,pos,beef,pos,True,noodle
653,3,soup,pos,soup,pos,True,noodle
653,4,wait,pos,wait,pos,True,noodle
653,5,pork,pos,pork,pos,True,noodle
928,1,friendly,pos,friendly,pos,True,egg
928,2,potato,pos,potato,pos,True,egg
928,3,brunch,pos,brunch,pos,True,egg
928,4,waffle,neg,waffle,neg,True,egg
928,5,ramen,neg,ramen,neg,True,egg
4495,1,spicy,neg,spicy,neg,True,bar
4495,2,friendly,pos,friendly,pos,True,bar
4495,3,mexican,pos,mexican,pos,True,taco
4495,4,shrimp,neg,shrimp,neg,True,taco
4495,5,market,neg,market,neg,True,taco
681,1,tart,neg,tart,neg,True,cheese
681,2,pizza,neg,pizza,neg,True,cheese
681,3,cheesecake,neg,cheesecake,neg,True,cheese
681,4,meat,neg,meat,neg,True,cheese
681,5,cake,neg,cake,neg,True,cheese
4947,1,chip,pos,chip,pos,True,taco
4947,2,sour,pos,sour,pos,True,taco
4947,3,mexican,pos,mexican,pos,True,taco
4947,4,tuna,pos,tuna,pos,True,taco
4947,5,octopus,neg,octopus,neg,True,taco
4629,1,busy,neg,busy,neg,True,thai
4629,2,yummy,neg,yummy,neg,True,thai
4629,3,curry,neg,curry,neg,True,thai
4629,4,egg,neg,egg,neg,True,noodle
4629,5,spicy,neg,spicy,neg,True,noodle
7,1,mexican,neg,mexican,neg,True,corn
7,2,deep fried,neg,deep fried,neg,True,corn
7,3,chewy,neg,chewy,neg,True,corn
7,4,creamy,neg,creamy,neg,True,corn
7,5,lettuce,pos,lettuce,pos,True,corn
4249,1,spicy,pos,spicy,pos,True,ramen
4249,2,egg,pos,egg,pos,True,ramen
4249,3,noodle,pos,noodle,pos,True,ramen
4249,4,soup,pos,soup,pos,True,ramen
4249,5,salt,neg,salt,neg,True,ramen
3049,1,busy,pos,busy,pos,True,thai
3049,2,yummy,neg,yummy,neg,True,thai
3049,3,curry,neg,curry,neg,True,thai
3049,4,spicy,neg,spicy,neg,True,thai
3049,5,casual,neg,casual,neg,True,thai
141,1,sashimi,neg,sashimi,neg,True,oyster
141,2,calamari,neg,calamari,neg,True,oyster
141,3,seafood,neg,seafood,neg,True,oyster
141,4,birthday,neg,birthday,neg,True,oyster
141,5,shrimp,neg,shrimp,neg,True,oyster
4321,1,busy,neg,busy,neg,True,thai
4321,2,yummy,neg,yummy,neg,True,thai
4321,3,curry,neg,curry,neg,True,thai
4321,4,spicy,neg,spicy,neg,True,thai
4321,5,casual,neg,casual,neg,True,thai
67,1,japanese,neg,japanese,neg,True,crepe
67,2,cake,neg,cake,neg,True,crepe
67,3,strawberry,pos,strawberry,pos,True,crepe
67,4,dessert,pos,dessert,pos,True,crepe
67,5,banana,pos,banana,pos,True,crepe
4668,1,curry,neg,curry,neg,True,wait
4668,2,thai,neg,thai,neg,True,wait
4668,3,busy,neg,busy,neg,True,wait
4668,4,coconut,neg,coconut,neg,True,wait
4668,5,spicy,neg,spicy,neg,True,wait
997,1,scallop,neg,scallop,neg,True,sushi
997,2,modern,neg,modern,neg,True,sushi
997,3,sashimi,pos,sashimi,pos,True,sushi
997,4,expensive,neg,expensive,neg,True,sushi
997,5,pricey,neg,pricey,neg,True,sushi
6375,1,busy,neg,busy,neg,True,thai
6375,2,yummy,neg,yummy,neg,True,thai
6375,3,curry,neg,curry,neg,True,thai
6375,4,spicy,neg,spicy,neg,True,thai
6375,5,casual,neg,casual,neg,True,thai
397,1,friendly,pos,friendly,pos,True,chip
397,2,corn,neg,corn,neg,True,chip
397,3,mexican,neg,mexican,neg,True,chip
397,4,dark,neg,dark,neg,True,chip
397,5,crispy,pos,crispy,pos,True,chip
1706,1,busy,neg,busy,neg,True,thai
1706,2,yummy,neg,yummy,neg,True,thai
1706,3,curry,neg,curry,neg,True,thai
1706,4,crispy,neg,crispy,neg,True,chicken
1706,5,fried,neg,fried,neg,True,chicken
3124,1,curry,pos,curry,pos,True,wait
3124,2,thai,pos,thai,pos,True,wait
3124,3,soup,neg,soup,neg,True,noodle
3124,4,lunch,pos,lunch,pos,True,noodle
3124,5,egg,neg,egg,neg,True,wait
5703,1,busy,neg,busy,neg,True,thai
5703,2,yummy,neg,yummy,neg,True,thai
5703,3,curry,neg,curry,neg,True,thai
5703,4,spicy,neg,spicy,neg,True,thai
5703,5,casual,neg,casual,neg,True,thai
50,1,spicy,neg,spicy,neg,True,pork
50,2,kimchi,pos,kimchi,pos,True,pork
50,3,pork belly,pos,pork belly,pos,True,pork
50,4,meat,pos,meat,pos,True,pork
50,5,sausage,neg,sausage,neg,True,fry
206,1,mexican,neg,mexican,neg,True,corn
206,2,deep fried,neg,deep fried,neg,True,corn
206,3,chewy,neg,chewy,neg,True,corn
206,4,creamy,neg,creamy,neg,True,corn
206,5,lettuce,neg,lettuce,neg,True,corn
299,1,quick,neg,quick,neg,True,noodle
299,2,beef,pos,beef,pos,True,noodle
299,3,soup,pos,soup,pos,True,noodle
299,4,wait,pos,wait,pos,True,noodle
299,5,pork,pos,pork,pos,True,noodle
1470,1,busy,neg,busy,neg,True,thai
1470,2,beef,neg,beef,neg,True,noodle
1470,3,reasonable,neg,reasonable,neg,True,thai
1470,4,wait,neg,wait,neg,True,thai
1470,5,spicy,neg,spicy,neg,True,noodle
4815,1,busy,pos,busy,pos,True,thai
4815,2,yummy,neg,yummy,neg,True,thai
4815,3,curry,neg,curry,neg,True,thai
4815,4,spicy,neg,spicy,neg,True,thai
4815,5,casual,neg,casual,neg,True,thai
571,1,pancake,pos,pancake,pos,True,dumpling
571,2,soup,pos,soup,pos,True,dumpling
571,3,steamed,pos,steamed,pos,True,dumpling
571,4,dim sum,neg,dim sum,neg,True,dumpling
571,5,pork,pos,pork,pos,True,dumpling
1208,1,croissant,neg,croissant,neg,True,tart
1208,2,matcha,pos,matcha,pos,True,tart
1208,3,lemon,neg,lemon,neg,True,tart
1208,4,cheesecake,pos,cheesecake,pos,True,tart
1208,5,cheese,pos,cheese,pos,True,tart
1044,1,mexican,neg,mexican,neg,True,corn
1044,2,deep fried,pos,deep fried,pos,True,corn
1044,3,chewy,pos,chewy,pos,True,corn
1044,4,creamy,pos,creamy,pos,True,corn
1044,5,lettuce,neg,lettuce,neg,True,corn
1650,1,busy,neg,busy,neg,True,thai
1650,2,yummy,neg,yummy,neg,True,thai
1650,3,fried,pos,fried,pos,True,fried chicken
1650,4,pork belly,neg,pork belly,neg,True,fried chicken
1650,5,chicken,pos,chicken,pos,True,fried chicken
3956,1,rib,pos,rib,pos,True,meat
3956,2,belly,pos,belly,pos,True,meat
3956,3,bbq,pos,bbq,pos,True,meat
3956,4,fry,neg,fry,neg,True,meat
3956,5,pork belly,pos,pork belly,pos,True,meat
1814,1,busy,pos,busy,pos,True,thai
1814,2,yummy,neg,yummy,neg,True,thai
1814,3,curry,pos,curry,pos,True,thai
1814,4,spicy,pos,spicy,pos,True,thai
1814,5,casual,neg,casual,neg,True,thai
316,1,shrimp,neg,shrimp,neg,True,fish
316,2,market,neg,market,neg,True,fish
316,3,tuna,pos,tuna,pos,True,fish
316,4,mexican,neg,mexican,neg,True,fish
316,5,chip,pos,chip,pos,True,fish
223,1,busy,pos,busy,pos,True,thai
223,2,yummy,pos,yummy,pos,True,thai
223,3,curry,pos,curry,pos,True,thai
223,4,spicy,pos,spicy,pos,True,thai
223,5,casual,pos,casual,pos,True,thai
198,1,busy,pos,busy,pos,True,thai
198,2,yummy,neg,yummy,neg,True,thai
198,3,curry,pos,curry,pos,True,thai
198,4,spicy,pos,spicy,pos,True,thai
198,5,casual,neg,casual,neg,True,thai
724,1,egg,pos,egg,pos,True,pancake
724,2,wait,pos,wait,pos,True,pancake
724,3,fluffy,pos,fluffy,pos,True,pancake
724,4,dumpling,neg,dumpling,neg,True,pancake
724,5,croissant,pos,croissant,pos,True,pancake
107,1,busy,pos,busy,pos,True,thai
107,2,yummy,neg,yummy,neg,True,thai
107,3,curry,pos,curry,pos,True,thai
107,4,spicy,pos,spicy,pos,True,thai
107,5,casual,neg,casual,neg,True,thai
2641,1,spicy,pos,spicy,pos,True,ramen
2641,2,egg,pos,egg,pos,True,ramen
2641,3,noodle,pos,noodle,pos,True,ramen
2641,4,soup,pos,soup,pos,True,ramen
2641,5,salt,neg,salt,neg,True,ramen
4252,1,bun,pos,bun,pos,True,sausage
4252,2,fry,pos,fry,pos,True,sausage
4252,3,wild boar,pos,wild boar,pos,True,sausage
4252,4,meat,pos,meat,pos,True,sausage
4252,5,beer,pos,beer,pos,True,sausage
369,1,chip,pos,chip,pos,True,taco
369,2,sour,neg,sour,neg,True,taco
369,3,mexican,pos,mexican,pos,True,taco
369,4,tuna,neg,tuna,neg,True,taco
369,5,octopus,neg,octopus,neg,True,taco
2587,1,spicy,pos,spicy,pos,True,ramen
2587,2,egg,pos,egg,pos,True,ramen
2587,3,noodle,pos,noodle,pos,True,ramen
2587,4,soup,pos,soup,pos,True,ramen
2587,5,salt,neg,salt,neg,True,ramen
89,1,dark,neg,dark,neg,True,burger
89,2,cheese,pos,cheese,pos,True,burger
89,3,patty,pos,patty,pos,True,burger
89,4,fried,pos,fried,pos,True,burger
89,5,bun,pos,bun,pos,True,burger
3929,1,busy,neg,busy,neg,True,thai
3929,2,yummy,neg,yummy,neg,True,thai
3929,3,curry,neg,curry,neg,True,thai
3929,4,spicy,neg,spicy,neg,True,thai
3929,5,casual,neg,casual,neg,True,thai
116,1,quick,pos,quick,pos,True,noodle
116,2,beef,pos,beef,pos,True,noodle
116,3,soup,pos,soup,pos,True,noodle
116,4,wait,neg,wait,neg,True,noodle
116,5,pork,neg,pork,neg,True,noodle
94,1,bubble tea,pos,bubble tea,pos,True,tea
94,2,gelato,neg,gelato,neg,True,tea
94,3,milk,pos,milk,pos,True,tea
94,4,asian,neg,asian,neg,True,tea
94,5,bubble,pos,bubble,pos,True,tea
1314,1,busy,neg,busy,neg,True,thai
1314,2,yummy,neg,yummy,neg,True,thai
1314,3,curry,neg,curry,neg,True,thai
1314,4,thai,neg,thai,neg,True,wait
1314,5,friendly,neg,friendly,neg,True,wait
2672,1,chip,neg,chip,neg,True,taco
2672,2,sour,neg,sour,neg,True,taco
2672,3,mexican,pos,mexican,pos,True,taco
2672,4,wait,pos,wait,pos,True,thai
2672,5,octopus,pos,octopus,pos,True,taco
195,1,dessert,pos,dessert,pos,True,buffet
195,2,dinner,pos,dinner,pos,True,buffet
195,3,duck,pos,duck,pos,True,buffet
195,4,sashimi,pos,sashimi,pos,True,buffet
195,5,fresh,pos,fresh,pos,True,buffet
2927,1,chip,neg,chip,neg,True,taco
2927,2,sour,neg,sour,neg,True,taco
2927,3,mexican,neg,mexican,neg,True,taco
2927,4,lunch,neg,lunch,neg,True,wait
2927,5,friendly,neg,friendly,neg,True,wait
2219,1,curry,neg,curry,neg,True,wait
2219,2,thai,neg,thai,neg,True,wait
2219,3,busy,neg,busy,neg,True,wait
2219,4,coconut,neg,coconut,neg,True,wait
2219,5,spicy,neg,spicy,neg,True,wait
1992,1,scallop,pos,scallop,pos,True,sushi
1992,2,modern,pos,modern,pos,True,sushi
1992,3,sashimi,pos,sashimi,pos,True,sushi
1992,4,expensive,pos,expensive,pos,True,sushi
1992,5,pricey,pos,pricey,pos,True,sushi
491,1,dinner,neg,dinner,neg,True,fresh
491,2,tuna,neg,tuna,neg,True,fresh
491,3,sashimi,pos,sashimi,pos,True,fresh
491,4,lunch,neg,lunch,neg,True,fresh
491,5,salmon,neg,salmon,neg,True,fresh
6610,1,creamy,pos,creamy,pos,True,ice cream
6610,2,green tea,neg,green tea,neg,True,ice cream
6610,3,cone,pos,cone,pos,True,ice cream
6610,4,tea,pos,tea,pos,True,ice cream
6610,5,matcha,neg,matcha,neg,True,ice cream
6717,1,chip,pos,chip,pos,True,taco
6717,2,sour,pos,sour,pos,True,taco
6717,3,mexican,pos,mexican,pos,True,taco
6717,4,tuna,pos,tuna,pos,True,taco
6717,5,octopus,neg,octopus,neg,True,taco
429,1,bread,pos,bread,pos,True,pasta
429,2,olive,pos,olive,pos,True,pasta
429,3,italian,pos,italian,pos,True,pasta
429,4,salad,pos,salad,pos,True,pasta
429,5,tomato,neg,tomato,neg,True,pasta
1646,1,chip,pos,chip,pos,True,taco
1646,2,sour,neg,sour,neg,True,taco
1646,3,mexican,pos,mexican,pos,True,taco
1646,4,tuna,neg,tuna,neg,True,taco
1646,5,octopus,neg,octopus,neg,True,taco
166,1,busy,pos,busy,pos,True,thai
166,2,yummy,neg,yummy,neg,True,thai
166,3,curry,pos,curry,pos,True,thai
166,4,spicy,pos,spicy,pos,True,thai
166,5,casual,neg,casual,neg,True,thai
2960,1,spicy,pos,spicy,pos,True,ramen
2960,2,egg,pos,egg,pos,True,ramen
2960,3,noodle,pos,noodle,pos,True,ramen
2960,4,soup,pos,soup,pos,True,ramen
2960,5,salt,neg,salt,neg,True,ramen
3016,1,shrimp,neg,shrimp,neg,True,fish
3016,2,market,neg,market,neg,True,fish
3016,3,tuna,neg,tuna,neg,True,fish
3016,4,mexican,neg,mexican,neg,True,fish
3016,5,chip,pos,chip,pos,True,fish
3509,1,quick,neg,quick,neg,True,noodle
3509,2,beef,pos,beef,pos,True,noodle
3509,3,soup,pos,soup,pos,True,noodle
3509,4,wait,neg,wait,neg,True,noodle
3509,5,pork,neg,pork,neg,True,noodle
2319,1,creamy,pos,creamy,pos,True,ice cream
2319,2,green tea,neg,green tea,neg,True,ice cream
2319,3,cone,pos,cone,pos,True,ice cream
2319,4,tea,pos,tea,pos,True,ice cream
2319,5,matcha,neg,matcha,neg,True,ice cream
2440,1,busy,neg,busy,neg,True,thai
2440,2,yummy,neg,yummy,neg,True,thai
2440,3,curry,neg,curry,neg,True,thai
2440,4,thai,neg,thai,neg,True,wait
2440,5,friendly,neg,friendly,neg,True,wait
5845,1,busy,neg,busy,neg,True,thai
5845,2,yummy,neg,yummy,neg,True,thai
5845,3,curry,pos,curry,pos,True,thai
5845,4,spicy,neg,spicy,neg,True,thai
5845,5,casual,neg,casual,neg,True,thai
2812,1,spicy,pos,spicy,pos,True,ramen
2812,2,yummy,neg,yummy,neg,True,thai
2812,3,curry,pos,curry,pos,True,thai
2812,4,busy,neg,busy,neg,True,thai
2812,5,casual,neg,casual,neg,True,thai
77,1,chip,neg,chip,neg,True,taco
77,2,sour,neg,sour,neg,True,taco
77,3,mexican,neg,mexican,neg,True,taco
77,4,tuna,neg,tuna,neg,True,taco
77,5,octopus,neg,octopus,neg,True,taco
5458,1,busy,neg,busy,neg,True,thai
5458,2,yummy,neg,yummy,neg,True,thai
5458,3,curry,neg,curry,neg,True,thai
5458,4,spicy,neg,spicy,neg,True,thai
5458,5,casual,neg,casual,neg,True,thai
49,1,bread,pos,bread,pos,True,pasta
49,2,olive,neg,olive,neg,True,pasta
49,3,italian,pos,italian,pos,True,pasta
49,4,salad,neg,salad,neg,True,pasta
49,5,tomato,pos,tomato,pos,True,pasta
4335,1,busy,pos,busy,pos,True,thai
4335,2,yummy,neg,yummy,neg,True,thai
4335,3,curry,neg,curry,neg,True,thai
4335,4,spicy,neg,spicy,neg,True,thai
4335,5,casual,neg,casual,neg,True,thai
85,1,pancake,pos,pancake,pos,True,dumpling
85,2,soup,pos,soup,pos,True,dumpling
85,3,steamed,pos,steamed,pos,True,dumpling
